id;NUMBER_OF_INSTALMENTS;TYPE_OF_LEASE;CAR_PRICE;DOWNPAYMENT_TO_CAR_PRICE;RESIDUAL_VALUE_TO_CAR_PRICE;LEGAL_FORM_group;WHETHER_CUSTOMER_BEFORE;CUSTOMER_FOR;NET_ASSETS;ANNUAL_TURNOVER_LAST_YEAR;ANNUAL_COSTS;ANNUAL_INCOME_LAST_YEAR;NUMBER_OF_EMPLOYEES;COMPANY_AGE;REGION;PKD_group;PKD_section;EMAIL;PHONE;TYPE_OF_VEHICLE;VEHICLE_AGE;FRAUD
7158;60;FL;68852.46;0.4500;0.0100;freelancer;no;0;?;1;0;1;1;0;Warszawa_Mazowsze;services;M;NO;NO;PKW;0;NO
7159;36;FL;21138.21;0.2000;0.0100;capital_company;yes;0;1697948;6151243;0;188415;40;8;Gdansk_Gdynia_Pomorze_Gdanskie;services;N;NO;YES;PKW;4;NO
7160;36;FL;23577.24;0.2000;0.0100;capital_company;yes;1;1697948;6151243;0;188415;40;8;Gdansk_Gdynia_Pomorze_Gdanskie;services;N;NO;YES;PKW;4;NO
7161;36;FL;47654.47;0.2500;0.0100;personal_company;yes;2;0;753000;0;41000;14;3;Bydgoszcz_Torun_Kujawy;services;S;NO;NO;PKW;0;NO
7162;36;FL;46721.31;0.4000;0.0100;freelancer;no;0;?;1900000;0;115000;0;2;Poznan_Wielkopolska;production;C;NO;YES;PKW;1;NO
7163;36;FL;115447.14;0.4500;0.0100;freelancer;yes;0;?;1900000;0;115000;0;2;Poznan_Wielkopolska;production;C;NO;YES;PKW;1;NO
7164;24;FL;73016.39;0.4500;0.1900;freelancer;no;0;0;156644;0;125330;0;5;Rzeszow_Podkarpacie_Bieszczady;services;Q;NO;YES;PKW;0;NO
7165;36;FL;117727.04;0.2000;0.0100;freelancer;no;0;?;327793;0;536.64;5;1;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
7166;48;FL;77046.72;0.1000;0.0100;freelancer;no;0;?;1131320.25;0;798899.52;9;12;Krakow_Malopolska;services;M;NO;YES;PKW;0;NO
7167;48;FL;110655.74;0.3000;0.0100;freelancer;no;0;?;0;0;0;1;0;Zielona_Gora_Lubuskie;services;J;NO;YES;PKW;0;NO
7168;60;FL;68221.31;0.3000;0.0100;freelancer;no;0;?;13002.46;0;-2385.1;1;1;Katowice_Gorny_Slask;services;G;NO;YES;PKW;0;NO
7169;36;FL;52682.93;0.4500;0.0100;freelancer;yes;3;?;3070596.99;0;105263.22;3;14;Bydgoszcz_Torun_Kujawy;sale;G;YES;YES;LKW;0;NO
7170;36;FL;33597.56;0.3000;0.0100;freelancer;yes;2;?;3070596.99;0;105263.22;3;13;Bydgoszcz_Torun_Kujawy;sale;G;YES;YES;PKW;0;NO
7171;36;FL;104508.2;0.4500;0.0100;freelancer;no;0;0;630745;0;126149;3;5;Krakow_Malopolska;production;C;NO;YES;PKW;0;NO
7172;36;FL;58852.47;0.4500;0.0100;freelancer;no;0;0;36300;0;19177.55;0;5;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
7173;36;FL;44385.25;0.2000;0.0100;freelancer;no;0;3203268.09;7317813.58;0;41111.18;19;23;Bydgoszcz_Torun_Kujawy;production;A;NO;YES;PKW;0;NO
7174;60;FL;62240.98;0.2000;0.1000;civil_partnership;no;0;?;350000;0;28000;2;11;Lodz_Ziemia_Lodzka;services;M;NO;YES;PKW;0;NO
7175;36;FL;93114.75;0.3521;0.0100;freelancer;no;0;?;60000;0;7707;1;16;Warszawa_Mazowsze;services;M;NO;NO;PKW;0;NO
7176;48;FL;128048.78;0.1000;0.1500;freelancer;yes;1;0;240000;0;143200;0;?;Poznan_Wielkopolska;services;G;NO;YES;PKW;0;YES
7177;36;FL;208195.08;0.2000;0.0100;personal_company;no;0;18741635;9700730;0;2220406;50;29;Kielce_Radom_Gory_Swietokrzyskie;production;C;NO;YES;PKW;0;NO
7178;24;FL;107049.18;0.1000;0.1900;freelancer;no;0;?;163055.99;0;163000;1;4;Warszawa_Mazowsze;?;?;NO;YES;PKW;0;NO
7179;36;FL;48049.18;0.2000;0.0100;freelancer;no;0;0;83000;0;60300;0;4;Bydgoszcz_Torun_Kujawy;services;K;NO;YES;PKW;0;NO
7180;48;FL;152845.53;0.1000;0.1000;freelancer;yes;2;?;633600;0;248448;9;4;Katowice_Gorny_Slask;services;I;NO;YES;PKW;0;NO
7181;36;FL;57377.05;0.3000;0.0100;freelancer;no;0;0;92522;0;46478;0;0;Lodz_Ziemia_Lodzka;services;Q;NO;YES;PKW;0;NO
7182;36;FL;73170.73;0.3000;0.0100;freelancer;yes;2;0;92522;0;46478;0;3;Lodz_Ziemia_Lodzka;services;Q;NO;YES;PKW;0;NO
7183;24;FL;65172.13;0.4000;0.1900;freelancer;no;0;0;5665484;0;130000;1;3;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;NO
7184;24;FL;65172.13;0.4000;0.1900;freelancer;no;0;0;5665484;0;130000;1;3;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;NO
7185;41;FL;73418.56;0.1000;0.0100;freelancer;no;0;?;697134;0;59700;1;19;Kielce_Radom_Gory_Swietokrzyskie;?;?;NO;YES;PKW;0;NO
7186;36;FL;82967.21;0.4500;0.0100;freelancer;no;0;?;208846.45;0;63816.18;1;6;Krakow_Malopolska;?;?;NO;NO;PKW;0;NO
7187;36;FL;102731.71;0.1000;0.0100;personal_company;yes;0;52476635.5;58034679.4;0;7100436.8;101;10;Rzeszow_Podkarpacie_Bieszczady;production;C;YES;YES;PKW;0;NO
7188;36;FL;102565;0.1000;0.0100;personal_company;yes;3;52476635.5;58034679.4;0;7100436.8;101;12;Rzeszow_Podkarpacie_Bieszczady;production;C;YES;YES;PKW;0;NO
7189;36;FL;105655.74;0.4500;0.0100;freelancer;no;0;0;2345551.66;0;219790.22;1;11;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
7190;24;FL;257834.43;0.4500;0.1900;freelancer;no;0;?;157804;0;130698;1;12;Bydgoszcz_Torun_Kujawy;services;Q;NO;YES;PKW;0;NO
7191;25;FL;59286.08;0.2000;0.1900;capital_company;no;0;11319637;17839411;0;1577832;20;8;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;NO;YES;PKW;0;NO
7192;60;FL;104754.1;0.1000;0.0100;freelancer;no;0;?;6027320;0;341090;15;13;Poznan_Wielkopolska;?;?;NO;YES;PKW;0;NO
7193;36;FL;336466.39;0.2000;0.0100;capital_company;no;0;12987067;27707938;0;2996568;60;21;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
7194;36;FL;43770.49;0.4500;0.0100;freelancer;yes;0;?;262678;0;48800;3;7;Kielce_Radom_Gory_Swietokrzyskie;production;A;NO;YES;PKW;0;NO
7195;36;FL;47885.25;0.1000;0.0100;freelancer;no;0;0;115726;0;95126;3;1;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;NO
7196;36;FL;108606.56;0.2785;0.0100;freelancer;no;0;?;1143417;0;93739;5;15;Warszawa_Mazowsze;sale;G;NO;YES;PKW;1;NO
7197;36;FL;109500;0.1500;0.0100;freelancer;yes;0;?;1766227;0;36266.06;2;0;Katowice_Gorny_Slask;production;C;NO;NO;PKW;0;NO
7198;24;FL;60775;0.1000;0.1900;freelancer;yes;1;?;1766227;0;36266.06;2;1;Katowice_Gorny_Slask;production;C;NO;NO;PKW;1;NO
7199;36;FL;112600;0.3000;0.0100;freelancer;yes;1;?;1766227;0;36266.06;2;2;Katowice_Gorny_Slask;production;C;NO;NO;PKW;0;NO
7200;48;FL;135131.5;0.4000;0.0100;freelancer;yes;2;?;1766227;0;36266.06;2;2;Katowice_Gorny_Slask;production;C;NO;NO;PKW;0;NO
7201;36;FL;257723.58;0.2500;0.0100;freelancer;yes;3;?;1766227;0;36266.06;2;3;Katowice_Gorny_Slask;production;C;NO;NO;LKW;0;NO
7202;24;FL;78455.27;0.4500;0.1900;freelancer;yes;0;?;1766227;0;36266.06;2;1;Katowice_Gorny_Slask;production;C;NO;NO;PKW;0;NO
7203;35;FL;128166.37;0.2000;0.0200;capital_company;no;0;?;42670000;0;6142000;20;11;Krakow_Malopolska;sale;G;NO;YES;PKW;0;NO
7204;40;FL;153608.2;0.2000;0.0100;civil_partnership;no;0;0;0;0;0;2;0;Gdansk_Gdynia_Pomorze_Gdanskie;services;M;NO;YES;PKW;0;NO
7205;60;FL;123770.49;0.1000;0.0100;freelancer;no;0;?;16518960;0;3598765;4;18;Szczecin_Pomorze_Zachodnie;services;M;NO;YES;PKW;0;NO
7206;60;FL;83333.33;0.1000;0.0100;freelancer;yes;0;?;16518960;0;3598765;4;19;Szczecin_Pomorze_Zachodnie;services;M;NO;YES;PKW;0;NO
7207;36;FL;79262.3;0.4500;0.0100;capital_company;no;0;1059384.18;1170468.2;0;292781.1;30;2;Katowice_Gorny_Slask;building;F;YES;YES;PKW;0;NO
7208;24;FL;118522.75;0.4500;0.1900;capital_company;yes;3;1059384.18;1170468.2;0;292781.1;30;6;Katowice_Gorny_Slask;building;F;YES;YES;LKW;0;NO
7209;36;FL;93852.45;0.2183;0.0100;capital_company;no;0;10147009;24267782;0;-682284;57;15;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
7210;36;FL;85121.95;0.1000;0.0100;capital_company;yes;2;10147009;24267782;0;-682284;57;17;Poznan_Wielkopolska;sale;G;NO;YES;PKW;1;NO
7211;24;FL;37942.62;0.4500;0.1900;freelancer;no;0;0;184700;0;15000;1;11;Poznan_Wielkopolska;services;Q;NO;NO;PKW;0;NO
7212;36;FL;78532.79;0.2000;0.0100;freelancer;no;0;?;78393;0;53972.03;2;10;Krakow_Malopolska;sale;G;NO;YES;PKW;1;NO
7213;60;FL;44754.1;0.2564;0.0100;freelancer;no;0;0;118242;0;51633;0;3;Katowice_Gorny_Slask;services;J;NO;NO;PKW;1;NO
7214;36;FL;43770.49;0.1948;0.0097;freelancer;no;0;?;130560;0;90418.59;1;2;Warszawa_Mazowsze;services;Q;NO;NO;PKW;0;NO
7215;60;FL;274770.49;0.0994;0.0100;freelancer;no;0;0;259056.69;0;47791.07;4;2;Katowice_Gorny_Slask;production;C;NO;YES;PKW;0;YES
7216;36;FL;62704.92;0.4444;0.0100;freelancer;no;0;?;280164;0;143716;0;7;Poznan_Wielkopolska;sale;G;NO;YES;PKW;1;NO
7217;36;FL;40737.7;0.4500;0.0100;freelancer;no;0;0;270000;0;54260.29;2;1;Katowice_Gorny_Slask;education;P;NO;YES;PKW;0;NO
7218;60;FL;71325.39;0.3000;0.0100;capital_company;no;0;790835.65;2046395.34;0;69978.09;8;14;Warszawa_Mazowsze;production;A;NO;YES;PKW;0;NO
7219;36;FL;45081.97;0.3000;0.0100;freelancer;no;0;0;0;0;0;1;0;Lodz_Ziemia_Lodzka;sale;G;NO;NO;PKW;0;NO
7220;36;FL;196721.31;0.4500;0.0100;freelancer;no;0;0;1240000;0;503600;8;17;Koszalin_Pomorze_Srodkowe;building;F;NO;YES;PKW;0;NO
7221;36;FL;53768.03;0.1000;0.0100;freelancer;no;0;?;258949.12;0;142091.33;3;10;Warszawa_Mazowsze;services;K;NO;YES;PKW;0;NO
7222;60;FL;73769.67;0.2000;0.0100;freelancer;no;0;?;176100;0;90442;0;2;Bydgoszcz_Torun_Kujawy;services;Q;NO;YES;PKW;0;NO
7223;36;FL;137704.92;0.2000;0.1000;freelancer;no;0;?;860232.95;0;184207;7;3;Warszawa_Mazowsze;production;C;YES;YES;PKW;0;NO
7224;36;FL;173187.79;0.3000;0.2000;freelancer;yes;3;?;860232.95;0;184207;7;6;Warszawa_Mazowsze;production;C;YES;YES;LKW;0;NO
7225;28;FL;43360.67;0.4500;0.1367;freelancer;no;0;0;9163656.13;0;224452.93;2;2;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
7226;48;FL;104008.94;0.4500;0.0100;freelancer;yes;1;0;9163656.13;0;224452.93;2;4;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;0;NO
7227;36;FL;71778.69;0.2284;0.0100;freelancer;no;0;0;160372;0;61445;1;16;Gdansk_Gdynia_Pomorze_Gdanskie;services;M;YES;YES;PKW;0;NO
7228;36;FL;241679.51;0.4500;0.0100;civil_partnership;no;0;0;939162;0;206463;10;9;Olsztyn_Warmia_Mazury;production;C;NO;YES;PKW;0;NO
7229;36;FL;209016.39;0.3000;0.0100;capital_company;no;0;58434409;35742390;0;5269217;129;15;Gdansk_Gdynia_Pomorze_Gdanskie;production;B;NO;YES;PKW;1;NO
7230;48;FL;70000;0.1000;0.0100;freelancer;no;0;?;553867;0;5393;3;8;Zielona_Gora_Lubuskie;?;?;NO;YES;PKW;0;NO
7231;36;FL;64581.97;0.2905;0.0100;freelancer;no;0;?;152000;0;74500;3;1;Katowice_Gorny_Slask;sale;G;NO;NO;PKW;0;NO
7232;36;FL;77925.41;0.4500;0.0100;capital_company;no;0;0;127456;0;88434;0;1;Katowice_Gorny_Slask;services;Q;NO;YES;PKW;1;NO
7233;36;FL;36885.26;0.4500;0.0100;freelancer;no;0;?;64281;0;57482.89;1;4;Opole_Dolny_Slask;?;?;NO;YES;PKW;5;NO
7234;36;FL;31795.08;0.2000;0.0100;freelancer;no;0;0;1182376;6600;74890;1;4;Bialystok_Podlasie;sale;G;YES;NO;PKW;0;NO
7235;36;FL;113578.69;0.2000;0.0100;civil_partnership;no;0;0;960794;0;237047;6;9;Lublin_Chelm;sale;G;YES;YES;PKW;0;NO
7236;36;FL;172357.72;0.3396;0.0100;civil_partnership;yes;3;0;960794;0;237047;6;12;Lublin_Chelm;sale;G;YES;YES;LKW;0;NO
7237;36;FL;75365.85;0.2945;0.0100;civil_partnership;yes;3;0;960794;0;237047;6;12;Lublin_Chelm;sale;G;YES;YES;LKW;0;NO
7238;36;FL;76325.2;0.3000;0.0100;civil_partnership;yes;3;0;960794;0;237047;6;13;Lublin_Chelm;sale;G;YES;YES;LKW;0;NO
7239;60;FL;194878.05;0.2000;0.0100;civil_partnership;yes;1;0;960794;0;237047;6;10;Lublin_Chelm;sale;G;YES;YES;PKW;1;NO
7240;36;FL;70731.71;0.2000;0.0100;civil_partnership;yes;2;0;960794;0;237047;6;11;Lublin_Chelm;sale;G;YES;YES;PKW;0;NO
7241;36;FL;59016.39;0.4500;0.0100;freelancer;no;0;0;266600;0;253699;1;2;Warszawa_Mazowsze;services;J;NO;YES;PKW;0;NO
7242;36;FL;124508.2;0.3000;0.0100;freelancer;no;0;?;91000;0;35000;1;2;Warszawa_Mazowsze;services;Q;NO;NO;PKW;0;NO
7243;60;FL;62573.77;0.1000;0.0100;freelancer;no;0;0;133536.22;0;112259.55;0;5;Lublin_Chelm;?;?;NO;YES;PKW;0;NO
7244;36;FL;41393.44;0.4500;0.0100;freelancer;no;0;0;0;0;0;1;0;Lodz_Ziemia_Lodzka;services;M;NO;NO;PKW;0;NO
7245;24;FL;60081.97;0.4500;0.1900;freelancer;no;0;0;310201;0;188774;1;7;Krakow_Malopolska;services;M;NO;NO;PKW;0;NO
7246;36;FL;69508.2;0.4500;0.0100;freelancer;no;0;?;1994631;0;113505;10;9;Szczecin_Pomorze_Zachodnie;production;C;NO;NO;PKW;0;NO
7247;36;FL;198378.69;0.1000;0.2000;personal_company;no;0;3458690.68;11844485.1;0;391452.3;6;8;Lodz_Ziemia_Lodzka;sale;G;NO;YES;PKW;0;NO
7248;48;FL;134715.45;0.1000;0.0100;capital_company;no;0;1662202;1128151;0;273820;8;21;Gdansk_Gdynia_Pomorze_Gdanskie;services;M;NO;YES;PKW;0;NO
7249;36;FL;103020.49;0.3000;0.0100;freelancer;no;0;0;271464.28;0;131220.2;1;14;Katowice_Gorny_Slask;services;Q;NO;YES;PKW;1;NO
7250;36;FL;72523.77;0.3000;0.0100;capital_company;no;0;16638681;18300102.2;0;1587720.42;70;5;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
7251;24;FL;162601.63;0.2000;0.1900;capital_company;yes;1;16638681;18300102.2;0;1587720.42;70;6;Poznan_Wielkopolska;sale;G;NO;YES;PKW;0;NO
7252;60;FL;74139.34;0.1000;0.0100;capital_company;no;0;463762.62;504902;0;109626;6;2;Zielona_Gora_Lubuskie;production;A;NO;YES;PKW;0;NO
7253;36;FL;106393.44;0.4500;0.0100;freelancer;no;0;?;1150000;0;115000;3;15;Bialystok_Podlasie;sale;G;NO;YES;PKW;0;NO
7254;36;FL;110655.73;0.4000;0.0100;freelancer;no;0;?;1183287.34;0;226347.7;12;1;Krakow_Malopolska;services;H;NO;YES;PKW;0;NO
7255;36;FL;78875.41;0.4000;0.0100;freelancer;no;0;?;2403591.3;0;225936.78;1;10;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
7256;36;FL;93668.03;0.4500;0.0100;freelancer;no;0;0;195700.28;0;167295.76;1;4;Wroclaw_Dolny_Slask;services;Q;NO;NO;PKW;0;NO
7257;60;FL;89426.23;0.3291;0.0100;freelancer;no;0;?;2500000;0;985000;8;12;Lodz_Ziemia_Lodzka;services;F;NO;NO;PKW;0;NO
7258;60;FL;55163.93;0.1000;0.1000;freelancer;no;0;?;72000;0;52000;0;3;Katowice_Gorny_Slask;?;?;NO;YES;PKW;0;NO
7259;60;FL;63729.51;0.1000;0.0100;freelancer;no;0;?;84000;0;58000;4;2;Wroclaw_Dolny_Slask;services;H;NO;YES;PKW;0;NO
7260;24;FL;80482.79;0.4500;0.2000;personal_company;no;0;4810041;12173154;0;1172898;10;9;Szczecin_Pomorze_Zachodnie;services;H;NO;YES;PKW;0;NO
7261;36;FL;32491.8;0.2000;0.0100;capital_company;no;0;7852348;7088053;0;14140;24;8;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
7262;36;FL;31090.16;0.2000;0.0100;capital_company;no;0;7852348;7088053;0;14140;24;8;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
7263;60;FL;72122.95;0.3181;0.1000;freelancer;no;0;?;442271;0;414024;1;0;Wroclaw_Dolny_Slask;services;Q;NO;YES;PKW;0;NO
7264;36;FL;61475.41;0.2000;0.0100;freelancer;no;0;?;1147477.88;0;193708.43;2;11;Kielce_Radom_Gory_Swietokrzyskie;services;H;NO;YES;PKW;0;NO
7265;36;FL;109426.23;0.4500;0.0100;freelancer;no;0;0;241950;0;168970;1;13;Krakow_Malopolska;services;Q;NO;YES;PKW;0;NO
7266;28;FL;95081.97;0.4000;0.1367;freelancer;no;0;0;79598;0;26497.61;1;2;Krakow_Malopolska;services;M;NO;YES;PKW;0;NO
7267;36;FL;63934.43;0.3000;0.0100;freelancer;no;0;?;0;0;0;1;0;Warszawa_Mazowsze;services;M;NO;NO;PKW;0;NO
7268;24;FL;70406.49;0.3000;0.1900;freelancer;yes;0;?;0;0;0;1;0;Warszawa_Mazowsze;services;M;NO;NO;PKW;0;NO
7269;36;FL;68500;0.4500;0.0100;freelancer;no;0;?;2787129;0;684571;2;5;Bydgoszcz_Torun_Kujawy;sale;G;YES;NO;PKW;0;NO
7270;24;FL;30737.7;0.4500;0.1900;freelancer;no;0;?;7204393;0;286296;7;1;Poznan_Wielkopolska;services;H;NO;YES;PKW;0;NO
7271;24;FL;41463.4;0.3000;0.2000;freelancer;yes;1;?;7204393;0;286296;7;2;Poznan_Wielkopolska;services;H;NO;YES;PKW;3;NO
7272;36;FL;74390.24;0.2000;0.0100;freelancer;yes;1;?;7204393;0;286296;7;3;Poznan_Wielkopolska;services;H;NO;YES;PKW;0;NO
7273;36;FL;53658.54;0.3000;0.0100;freelancer;yes;1;?;7204393;0;286296;7;3;Poznan_Wielkopolska;services;H;NO;YES;PKW;0;NO
7274;36;FL;174796.75;0.4500;0.0100;capital_company;no;0;1450141;3367152;0;359100;6;3;Katowice_Gorny_Slask;sale;G;NO;YES;PKW;1;NO
7275;36;FL;245081.97;0.2000;0.0100;freelancer;no;0;?;1770479.4;0;82272.03;19;20;Dolny_Slask;production;C;NO;YES;PKW;0;NO
7276;36;FL;51790;0.1000;0.0100;capital_company;no;0;22881011;46317509;0;-3080456;138;6;Poznan_Wielkopolska;building;F;NO;YES;PKW;0;YES
7277;60;FL;41463.41;0.1000;0.0100;capital_company;yes;0;22881011;46317509;0;-3080456;138;6;Poznan_Wielkopolska;building;F;NO;YES;PKW;1;YES
7278;36;FL;42848.78;0.3000;0.0100;capital_company;yes;0;22881011;46317509;0;-3080456;138;6;Poznan_Wielkopolska;building;F;NO;YES;PKW;2;YES
7279;24;FL;121544.72;0.3018;0.1900;freelancer;yes;3;0;820554.9;0;15687;0;12;Szczecin_Pomorze_Zachodnie;services;I;YES;YES;LKW;0;NO
7280;36;FL;317213.12;0.4500;0.0100;freelancer;no;0;0;3831451.27;0;510361.91;26;6;Zielona_Gora_Lubuskie;production;B;NO;YES;PKW;0;NO
7281;36;FL;66180.33;0.4500;0.0100;freelancer;no;0;0;178694;0;126003;1;6;Rzeszow_Podkarpacie_Bieszczady;services;M;NO;YES;PKW;0;NO
7282;36;FL;90240.16;0.4500;0.0100;civil_partnership;no;0;?;960000;0;312000;3;12;Poznan_Wielkopolska;services;Q;NO;YES;PKW;0;NO
7283;36;FL;33800;0.2000;0.0100;personal_company;no;0;8328697.29;27937752.3;0;2196460.73;64;19;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
7284;36;FL;33800;0.2000;0.0100;personal_company;no;0;8328697.29;27937752.3;0;2196460.73;64;19;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
7285;36;FL;33800;0.2000;0.0100;personal_company;no;0;8328697.29;27937752.3;0;2196460.73;64;19;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
7286;36;FL;33800;0.2000;0.0100;personal_company;no;0;8328697.29;27937752.3;0;2196460.73;64;19;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
7287;36;FL;33800;0.2000;0.0100;personal_company;no;0;8328697.29;27937752.3;0;2196460.73;64;19;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
7288;36;FL;36991.87;0.2000;0.0100;personal_company;yes;0;8328697.29;27937752.3;0;2196460.73;64;19;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
7289;36;FL;36991.87;0.2000;0.0100;personal_company;yes;0;8328697.29;27937752.3;0;2196460.73;64;19;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
7290;36;FL;38577.25;0.2000;0.0100;personal_company;yes;0;8328697.29;27937752.3;0;2196460.73;64;19;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;YES;PKW;0;NO
7291;36;FL;67213.1;0.4500;0.0100;freelancer;no;0;0;0;0;0;1;0;Lodz_Ziemia_Lodzka;sale;G;NO;NO;PKW;0;NO
7292;36;FL;52495.9;0.4500;0.0100;freelancer;no;0;?;166541.54;0;127489.64;1;7;Warszawa_Mazowsze;services;M;NO;YES;PKW;0;NO
7293;24;FL;300000;0.1000;0.1900;freelancer;no;0;16624800;27542640;0;2446760;0;13;Bydgoszcz_Torun_Kujawy;services;H;NO;YES;PKW;0;NO
7294;36;FL;101512.31;0.3000;0.2000;capital_company;no;0;19607514.4;91066718.4;0;319173.61;259;7;Warszawa_Mazowsze;services;H;NO;YES;PKW;0;NO
7295;36;FL;27975.61;0.2000;0.0100;capital_company;yes;2;19607514.4;91066718.4;0;319173.61;259;9;Warszawa_Mazowsze;services;H;NO;YES;PKW;0;NO
7296;48;FL;54430.89;0.1000;0.0100;capital_company;yes;2;19607514.4;91066718.4;0;319173.61;259;10;Warszawa_Mazowsze;services;H;NO;YES;PKW;0;NO
7297;36;FL;33852.46;0.3632;0.0100;freelancer;no;0;?;171000;0;68000;1;19;Krakow_Malopolska;services;M;YES;YES;PKW;0;NO
7298;24;FL;89262.31;0.4500;0.1900;freelancer;no;0;?;190000;0;130000;0;18;Szczecin_Pomorze_Zachodnie;?;?;NO;YES;PKW;0;NO
7299;36;FL;109700;0.2000;0.0100;freelancer;no;0;0;3668634.67;0;204581.32;16;13;Szczecin_Pomorze_Zachodnie;building;F;NO;YES;PKW;0;NO
7300;24;FL;263516.39;0.4500;0.1900;freelancer;no;0;0;1650738.84;0;653103.96;0;4;Bydgoszcz_Torun_Kujawy;services;M;NO;YES;PKW;0;NO
7301;60;FL;212163.11;0.2000;0.0100;capital_company;no;0;945652.81;3062890.1;0;93891.76;56;0;Katowice_Gorny_Slask;building;F;YES;NO;PKW;1;YES
7302;36;FL;69672.13;0.4500;0.0100;freelancer;no;0;0;18000;0;3167.93;1;1;Wroclaw_Dolny_Slask;services;M;NO;YES;PKW;0;NO
7303;36;FL;68172.13;0.4000;0.0100;freelancer;no;0;?;239179.6;0;85957.7;0;2;Krakow_Malopolska;production;C;NO;YES;PKW;0;NO
7304;48;FL;36459.02;0.1000;0.0100;capital_company;no;0;45673053.2;43180834.4;0;2263277.02;134;22;Rzeszow_Podkarpacie_Bieszczady;building;F;NO;YES;PKW;0;NO
7305;48;FL;57049.18;0.1000;0.0100;capital_company;yes;0;45673053.2;43180834.4;0;2263277.02;134;22;Rzeszow_Podkarpacie_Bieszczady;building;F;NO;YES;PKW;1;NO
7306;48;FL;36459.02;0.1000;0.0100;capital_company;no;0;45673053.2;43180834.4;0;2263277.02;134;22;Rzeszow_Podkarpacie_Bieszczady;building;F;NO;YES;PKW;0;NO
7307;48;FL;57049.18;0.1000;0.0100;capital_company;yes;0;45673053.2;43180834.4;0;2263277.02;134;22;Rzeszow_Podkarpacie_Bieszczady;building;F;NO;YES;PKW;1;NO
7308;48;FL;100000;0.1000;0.0100;freelancer;no;0;0;133577.11;0;33347.53;0;9;Rzeszow_Podkarpacie_Bieszczady;?;?;NO;NO;PKW;0;NO
7309;48;FL;138511.49;0.2000;0.1000;capital_company;no;0;17728177;19298758;0;310466;171;26;Warszawa_Mazowsze;sale;G;NO;YES;PKW;0;NO
7310;36;FL;99097.54;0.2462;0.0100;freelancer;no;0;0;162305;0;91856;0;8;Kielce_Radom_Gory_Swietokrzyskie;services;Q;NO;YES;PKW;0;NO
7311;36;FL;29105.69;0.2000;0.0100;freelancer;yes;2;0;162305;0;91856;0;10;Kielce_Radom_Gory_Swietokrzyskie;services;Q;NO;YES;PKW;1;NO
7312;36;FL;26639.34;0.2000;0.0100;freelancer;no;0;0;52830;0;35260;1;1;Gdansk_Gdynia_Pomorze_Gdanskie;sale;G;NO;YES;PKW;4;NO
7313;36;FL;103401.64;0.2000;0.2000;freelancer;no;0;?;408004;0;273542;1;10;Lublin_Chelm;services;L;NO;YES;PKW;0;NO
7314;60;FL;93495.92;0.1000;0.1000;freelancer;yes;3;?;408004;0;273542;1;14;Lublin_Chelm;services;L;NO;YES;LKW;0;NO
7315;36;FL;73983.74;0.2000;0.0100;capital_company;yes;3;6692976.19;8677812.99;0;1455426.66;1;5;Warszawa_Mazowsze;production;A;NO;NO;LKW;0;NO
7316;36;FL;111065.57;0.4500;0.0100;capital_company;no;0;6692976.19;8677812.99;0;1455426.66;1;1;Warszawa_Mazowsze;production;A;NO;NO;PKW;1;NO
7317;37;FL;79685.26;0.4500;0.0100;freelancer;no;0;0;904891;0;42177;7;16;Kielce_Radom_Gory_Swietokrzyskie;production;C;NO;YES;PKW;1;NO
7318;36;FL;72346.72;0.3500;0.0100;freelancer;no;0;0;904891;0;42177;7;16;Kielce_Radom_Gory_Swietokrzyskie;production;C;NO;YES;PKW;1;NO
7319;36;FL;60655.74;0.2000;0.0100;capital_company;no;0;2133806.61;3734150;0;173271;9;8;Lublin_Chelm;services;G;NO;YES;PKW;0;NO
