City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Hyderabad,12/10/2018,77.94,132.25,4.06,30.74,18.63,10.81,0.63,5.63,36.29,1.29,6.15,0.91,161.0,Moderate
Mumbai,12/27/2017,,,,,127.0,,0.0,,,0.0,0.0,0.0,,
Delhi,6/5/2020,42.43,87.05,7.6,25.87,20.45,35.51,0.87,12.46,44.83,2.0,18.02,2.01,126.0,Moderate
Shillong,1/28/2020,64.17,79.29,0.71,2.35,1.04,2.43,0.63,7.0,18.39,0.59,0.2,,86.0,Satisfactory
Mumbai,7/10/2015,,,,,19.27,,0.0,,,0.0,0.0,0.0,,
Brajrajnagar,3/18/2020,64.95,178.22,23.51,3.13,26.47,14.11,0.3,3.84,51.13,0.56,,,161.0,Moderate
Hyderabad,12/17/2018,59.61,95.42,3.61,33.95,20.68,10.46,0.53,12.91,34.28,3.79,25.71,4.7,141.0,Moderate
Amritsar,9/27/2017,53.55,253.61,8.56,9.49,,11.1,0.88,5.6,23.17,1.5,9.11,17.16,216.0,Poor
Amaravati,12/4/2017,84.64,125.0,4.02,26.98,17.58,14.41,0.18,9.84,112.41,0.31,3.53,0.09,168.0,Moderate
Visakhapatnam,5/28/2017,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Amaravati,5/21/2019,24.95,74.2,1.86,20.68,12.51,3.36,0.49,16.73,19.84,0.1,1.17,0.14,80.0,Satisfactory
Amritsar,6/1/2018,99.15,331.54,0.4,8.55,8.62,1.51,1.56,6.51,23.58,0.75,2.62,4.6,254.0,Poor
Mumbai,4/28/2016,,,,,34.73,,0.0,,,0.0,0.0,0.0,,
Jorapokhar,8/25/2019,11.0,22.42,8.67,9.34,,6.27,1.96,3.6,29.03,,,,155.0,Moderate
Amaravati,1/12/2018,110.39,182.54,4.54,52.24,31.49,24.74,0.04,36.01,82.2,0.28,8.48,0.12,235.0,Poor
Bengaluru,6/15/2017,24.56,112.8,7.97,31.52,0.0,23.69,0.87,4.74,20.85,0.7,0.9,,76.0,Satisfactory
Lucknow,8/31/2019,44.99,,9.19,24.77,19.3,30.65,2.65,6.45,25.16,3.08,6.86,,110.0,Moderate
Kolkata,9/17/2018,66.04,108.13,14.92,34.04,48.96,12.37,1.72,2.89,23.96,2.56,10.19,,105.0,Moderate
Ahmedabad,7/25/2015,29.79,,0.14,8.64,7.97,,0.14,15.11,5.34,0.36,1.05,0.14,53.0,Satisfactory
Ahmedabad,3/12/2015,106.01,,4.28,27.31,30.54,,4.28,70.29,40.91,9.45,15.54,1.71,252.0,Poor
Guwahati,4/20/2019,52.39,99.12,3.93,12.81,20.17,12.75,0.52,17.64,52.49,0.84,,,107.0,Moderate
Lucknow,3/9/2019,95.73,,8.29,39.4,34.44,13.67,1.01,10.92,24.54,0.28,1.61,,234.0,Poor
Kochi,4/25/2020,18.36,40.0,32.54,5.34,33.21,3.18,1.05,16.75,1.26,,0.0,,55.0,Satisfactory
Ahmedabad,1/21/2016,,,,,,,,,,,,,,
Lucknow,7/5/2019,50.97,,9.37,28.71,22.71,12.51,1.57,7.37,26.49,0.56,1.47,,98.0,Satisfactory
Talcher,6/16/2018,,,,,,,,,,,,,,
Amaravati,3/31/2019,33.0,72.26,1.11,9.26,5.64,7.66,0.58,16.56,34.64,0.69,3.43,0.22,64.0,Satisfactory
Bengaluru,1/23/2016,57.91,133.63,33.73,29.72,40.25,16.27,1.08,11.77,11.02,0.81,0.34,,146.0,Moderate
Ahmedabad,8/27/2017,,,,,,,,,,,,,,
Lucknow,7/29/2015,43.47,,3.07,7.81,4.3,,3.16,10.44,30.68,0.11,0.21,,139.0,Moderate
Patna,3/8/2019,88.98,,7.38,13.9,8.07,,1.46,39.04,71.6,1.57,17.5,5.49,199.0,Moderate
Lucknow,3/20/2017,106.88,,11.73,41.73,,,1.44,6.5,57.34,4.12,9.04,,285.0,Poor
Visakhapatnam,5/28/2019,39.54,117.65,12.21,51.29,37.33,1.9,1.06,18.0,29.81,3.99,6.75,1.6,106.0,Moderate
Talcher,1/9/2018,,,,,,,,,,,,,,
Guwahati,3/17/2020,90.97,195.79,38.35,36.21,46.27,13.93,0.5,14.04,22.33,0.42,,,158.0,Moderate
Lucknow,8/28/2017,11.61,,11.22,17.95,,,1.34,6.46,13.54,1.63,3.14,,50.0,Good
Bengaluru,10/5/2018,13.99,40.41,15.24,19.47,29.23,14.61,0.78,6.96,11.69,0.25,1.18,,62.0,Satisfactory
Gurugram,3/19/2018,67.09,137.64,22.37,34.26,36.5,,0.0,,45.17,,,,122.0,Moderate
Ahmedabad,3/9/2017,,,,,,,,,,0.0,0.0,0.0,,
Patna,10/11/2016,60.92,,6.62,18.29,24.91,,0.82,0.74,17.24,0.12,0.5,0.19,,
Bengaluru,9/2/2018,21.84,69.2,16.09,17.44,26.12,19.52,0.76,8.3,17.84,0.27,2.0,,66.0,Satisfactory
Chennai,12/31/2017,48.28,,8.51,12.16,10.97,181.06,0.17,6.62,26.74,1.51,3.4,,77.0,Satisfactory
Gurugram,5/13/2019,140.51,233.83,33.96,21.42,38.55,,0.75,26.7,60.75,0.0,0.0,,344.0,Very Poor
Bengaluru,8/18/2019,23.25,47.66,12.4,26.34,29.87,16.35,0.85,3.66,14.77,0.76,2.04,,67.0,Satisfactory
Thiruvananthapuram,5/25/2018,12.04,17.46,3.1,17.27,11.59,4.28,0.6,3.77,53.64,,,,84.0,Satisfactory
Bengaluru,5/20/2016,22.27,33.48,2.09,10.54,6.35,7.84,0.52,3.81,30.79,1.32,3.34,,48.0,Good
Brajrajnagar,2/4/2018,114.74,223.01,16.23,31.88,48.11,9.16,4.69,11.49,18.67,,,,285.0,Poor
Delhi,5/31/2020,21.51,40.43,5.02,17.05,13.15,34.91,0.84,9.06,42.29,1.05,9.05,0.26,80.0,Satisfactory
Chandigarh,5/23/2020,35.26,115.35,2.99,4.15,9.9,25.6,0.56,12.99,50.61,4.74,1.22,0.68,130.0,Moderate
Mumbai,8/31/2015,,,,,57.92,,0.0,,,0.0,0.0,0.0,,
Amaravati,10/24/2019,7.14,23.73,4.15,11.84,9.76,7.79,0.5,8.21,28.73,0.19,1.11,0.23,40.0,Good
Ahmedabad,5/1/2016,,,,,,,,,,,,,,
Gurugram,7/2/2018,43.68,,8.58,21.42,22.46,,1.11,6.02,22.89,0.0,,,103.0,Moderate
Bengaluru,8/20/2015,23.26,,7.05,34.35,21.46,30.68,1.31,3.73,3.41,5.55,4.72,,92.0,Satisfactory
Bengaluru,5/6/2016,23.99,35.12,2.85,19.03,11.43,16.79,1.15,4.1,95.21,1.74,2.88,,59.0,Satisfactory
Hyderabad,10/13/2015,58.05,109.03,3.31,3.46,5.84,7.43,1.35,10.15,31.12,1.98,14.94,1.89,125.0,Moderate
Lucknow,3/30/2015,53.07,,5.24,18.07,6.71,,1.76,7.49,32.13,2.68,5.04,,113.0,Moderate
Ahmedabad,4/10/2016,,,,,,,,,,,,,,
Ahmedabad,11/30/2017,93.05,,40.22,94.66,76.19,,40.22,104.74,60.03,31.5,104.29,24.51,599.0,Severe
Mumbai,4/2/2020,26.27,77.19,8.63,8.62,16.94,9.96,0.43,6.84,37.54,3.7,,,78.0,Satisfactory
Jorapokhar,10/31/2018,,227.19,7.55,7.37,,6.63,0.0,,25.82,,,,179.0,Moderate
Kolkata,6/13/2019,43.52,75.56,6.69,24.24,26.81,4.38,0.54,3.09,51.71,9.79,8.75,3.76,94.0,Satisfactory
Ahmedabad,1/8/2019,89.72,,13.83,80.78,26.92,,13.83,56.43,73.64,4.09,32.39,6.99,313.0,Very Poor
Patna,11/11/2017,263.01,,120.78,178.84,132.18,,2.67,26.09,25.62,1.03,5.7,0.84,429.0,Severe
Chennai,5/22/2015,85.55,,5.93,16.47,18.43,51.63,3.13,13.12,40.22,2.88,2.76,,200.0,Moderate
Lucknow,6/19/2016,246.56,,7.27,27.47,4.14,,1.15,5.53,33.97,0.53,1.09,,308.0,Very Poor
Kolkata,7/9/2018,15.7,30.91,9.46,34.35,43.82,3.46,0.36,1.16,16.92,7.31,5.3,,36.0,Good
Hyderabad,11/24/2017,69.5,125.61,6.26,35.4,23.41,18.59,0.76,12.78,60.26,2.82,15.13,2.49,149.0,Moderate
Mumbai,10/19/2016,,,,,,,0.0,,,,,,,
Amritsar,12/8/2019,67.0,114.79,11.94,12.9,21.4,5.63,0.74,12.39,20.02,3.23,3.99,1.98,123.0,Moderate
Jorapokhar,8/10/2017,,37.48,6.54,7.38,,,,16.38,,,,,,
Visakhapatnam,7/31/2017,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Delhi,11/30/2018,190.36,340.56,62.12,56.74,86.03,46.35,1.96,13.69,35.79,6.19,48.33,1.91,365.0,Very Poor
Amritsar,3/18/2019,70.64,116.4,12.84,11.9,24.51,9.6,0.62,,33.02,5.03,2.23,11.72,136.0,Moderate
Amaravati,8/17/2018,11.39,24.61,3.02,7.96,6.77,13.6,0.96,11.82,26.34,0.1,0.02,0.1,63.0,Satisfactory
Thiruvananthapuram,1/3/2018,57.45,78.75,1.89,10.46,7.11,11.36,1.36,6.04,67.08,,,,99.0,Satisfactory
Patna,2/8/2019,119.02,,7.71,9.98,7.26,,1.42,43.89,24.71,2.19,17.92,7.65,344.0,Very Poor
Ahmedabad,6/8/2018,55.77,,13.06,45.87,32.12,,13.06,44.42,13.14,5.04,23.88,0.65,321.0,Very Poor
Delhi,1/29/2020,77.95,134.17,30.9,42.24,48.65,38.01,1.24,9.85,23.96,3.1,20.67,0.19,218.0,Poor
Visakhapatnam,11/22/2019,53.08,100.93,2.99,33.47,20.15,10.77,0.75,8.3,84.27,3.99,10.49,1.62,106.0,Moderate
Hyderabad,11/27/2017,73.25,145.39,9.81,52.99,33.05,16.73,0.86,15.16,55.76,2.84,20.01,5.78,166.0,Moderate
Gurugram,4/8/2020,28.04,79.84,5.04,10.94,8.45,34.39,0.42,14.11,62.85,1.63,2.67,2.25,96.0,Satisfactory
Gurugram,10/27/2017,155.83,,11.35,26.91,,,0.0,7.57,30.26,1.09,5.55,,335.0,Very Poor
Bengaluru,11/30/2016,49.69,170.26,9.74,31.49,0.0,26.58,1.88,5.34,28.52,8.45,4.38,,160.0,Moderate
Guwahati,3/11/2020,80.63,158.25,43.46,31.04,80.0,13.02,0.7,13.58,19.61,0.33,,,191.0,Moderate
Amritsar,2/5/2019,48.54,154.64,18.18,15.21,31.56,3.36,0.0,,12.19,4.02,2.11,4.79,146.0,Moderate
Ahmedabad,3/20/2020,50.47,109.06,4.67,35.13,13.3,,4.67,44.08,45.98,0.0,0.0,0.0,,
Mumbai,4/7/2015,,,,,103.3,,0.0,,,0.0,0.0,0.0,,
Chennai,10/28/2016,132.38,,4.37,17.75,14.14,,1.44,14.2,50.72,1.58,4.23,,370.0,Very Poor
Amritsar,3/19/2019,71.22,113.04,18.58,24.78,41.14,17.76,0.67,,24.12,4.93,2.23,9.83,142.0,Moderate
Mumbai,6/29/2018,18.39,67.13,58.8,23.55,82.36,,1.72,20.16,34.69,1.02,,,109.0,Moderate
Talcher,3/24/2018,90.03,210.68,15.03,19.34,22.1,7.36,1.9,31.73,40.66,0.0,0.0,,251.0,Poor
Mumbai,1/14/2019,66.32,191.3,37.01,44.04,81.05,,2.37,25.59,72.08,1.57,,,163.0,Moderate
Guwahati,12/3/2019,86.17,140.23,53.64,10.02,98.8,11.72,1.02,11.39,18.04,1.92,,,181.0,Moderate
Brajrajnagar,3/29/2020,52.58,128.05,,,,58.31,0.29,3.65,55.02,0.13,,,128.0,Moderate
Gurugram,12/24/2018,155.15,324.22,190.51,104.4,208.0,,0.65,14.0,28.84,0.0,0.0,,305.0,Very Poor
Chennai,2/11/2017,84.05,,8.82,16.24,15.01,,0.0,4.06,29.51,0.14,0.02,,186.0,Moderate
Delhi,10/21/2018,141.15,294.36,49.17,55.77,71.3,38.07,1.52,20.59,42.61,5.73,57.74,1.59,325.0,Very Poor
Patna,1/11/2016,234.13,,99.54,39.03,139.37,,2.59,6.78,18.32,0.46,1.48,1.2,366.0,Very Poor
Gurugram,7/16/2018,54.23,,8.5,25.9,22.65,,0.68,6.91,21.33,0.93,,,83.0,Satisfactory
Amritsar,7/23/2018,23.24,40.44,9.38,6.02,12.91,4.71,0.36,4.05,39.98,1.54,0.93,6.25,50.0,Good
Hyderabad,4/21/2015,75.08,,12.7,15.17,27.87,,0.81,9.56,29.91,,,,123.0,Moderate
Amritsar,1/13/2018,103.52,189.41,7.5,78.17,86.29,14.23,1.66,3.32,19.76,6.81,10.37,9.68,237.0,Poor
Gurugram,1/4/2016,,,12.39,16.17,13.13,,1.32,4.76,25.02,,,,,
Patna,12/1/2018,251.78,,10.89,7.58,8.57,,2.79,32.36,,3.59,26.4,14.65,371.0,Very Poor
Gurugram,2/14/2020,64.17,134.91,7.13,12.87,13.91,,1.38,11.53,60.62,1.98,6.02,,128.0,Moderate
Ernakulam,5/28/2020,12.41,27.44,5.77,,5.2,23.11,2.0,2.47,,0.59,1.67,0.15,103.0,Moderate
Bengaluru,10/3/2015,13.97,,2.64,19.24,11.96,19.73,1.67,1.6,18.98,,1.68,,101.0,Moderate
Thiruvananthapuram,1/5/2020,27.03,43.67,8.19,17.5,15.92,13.76,0.85,8.36,43.66,,,,71.0,Satisfactory
Lucknow,1/16/2019,201.61,,41.62,59.97,64.84,39.84,1.1,9.01,25.62,0.05,0.3,,305.0,Very Poor
Gurugram,5/25/2019,48.27,95.77,22.65,19.3,34.98,,0.52,3.02,49.63,0.0,0.0,,89.0,Satisfactory
Lucknow,11/9/2018,254.56,,35.78,52.55,56.68,53.87,1.96,10.04,46.86,0.53,0.94,,430.0,Severe
Mumbai,6/28/2018,19.38,56.8,37.79,29.81,66.97,,1.4,19.79,31.45,0.66,,,80.0,Satisfactory
Bengaluru,9/29/2015,31.36,,5.95,33.02,21.34,41.39,2.09,1.72,20.18,,2.23,,100.0,Satisfactory
Talcher,3/7/2019,67.33,379.94,47.47,,39.96,9.36,3.13,29.44,7.3,0.0,,,266.0,Poor
Gurugram,8/1/2016,21.79,,3.44,7.04,4.97,,0.46,2.25,,,,,54.0,Satisfactory
Chandigarh,1/18/2020,58.57,134.0,18.14,11.8,20.29,47.37,0.69,8.39,8.28,6.26,0.19,1.71,110.0,Moderate
Jorapokhar,5/18/2019,,94.62,7.92,7.51,,6.63,2.01,15.19,28.24,,,,102.0,Moderate
Mumbai,1/14/2015,,,,,28.59,,0.0,,,0.0,0.0,0.0,,
Visakhapatnam,9/7/2016,42.73,94.73,16.83,37.04,30.6,10.34,0.66,24.68,46.0,5.47,11.25,6.36,101.0,Moderate
Patna,7/19/2017,,,,,,,,,,,,,,
Amaravati,5/3/2019,57.73,211.34,3.54,35.92,21.98,5.61,0.78,16.59,58.87,0.7,5.18,0.51,148.0,Moderate
Patna,11/27/2017,284.45,,11.34,28.56,14.26,,2.16,20.68,73.76,0.7,4.56,2.1,447.0,Severe
Bengaluru,6/10/2019,7.85,25.87,6.28,16.77,21.21,11.79,0.62,4.44,45.0,0.08,0.65,,54.0,Satisfactory
Amritsar,5/27/2017,20.42,,11.57,14.94,,27.94,0.0,9.78,,5.54,,,35.0,Good
Gurugram,6/14/2018,479.75,,11.49,27.75,25.2,,0.05,1.39,24.58,0.02,,,670.0,Severe
Bengaluru,4/7/2020,15.14,20.84,3.05,13.48,14.79,16.57,0.71,5.3,42.61,0.22,7.2,,62.0,Satisfactory
Jaipur,4/19/2019,36.19,83.64,13.46,39.88,42.78,21.91,0.84,9.88,64.75,0.6,3.98,,102.0,Moderate
Mumbai,11/6/2018,65.23,152.2,52.23,41.32,93.55,,2.14,28.32,47.33,2.52,,,112.0,Moderate
Gurugram,4/1/2016,66.52,,4.66,36.51,14.63,,1.13,20.44,29.48,,,,325.0,Very Poor
Lucknow,8/6/2017,35.62,,10.99,18.3,,,1.39,4.78,27.85,1.5,3.11,,158.0,Moderate
Thiruvananthapuram,6/17/2019,,,,,,,,,,,,,,
Visakhapatnam,1/28/2019,85.77,138.65,6.2,42.57,27.67,14.85,0.88,8.47,51.84,3.51,5.42,1.37,196.0,Moderate
Patna,3/22/2020,79.23,121.08,61.67,47.26,66.81,18.29,1.54,12.21,22.38,2.59,6.97,0.79,205.0,Poor
Gurugram,12/21/2019,164.47,324.47,16.87,44.51,43.97,,2.02,22.78,23.62,2.01,6.0,,352.0,Very Poor
Gurugram,5/7/2019,142.31,334.06,20.31,22.13,36.41,,0.64,7.84,31.28,0.0,0.0,,297.0,Poor
Lucknow,9/4/2019,33.81,,7.65,20.93,16.04,29.66,0.93,5.87,24.92,1.34,6.56,,73.0,Satisfactory
Patna,10/12/2017,59.5,,12.26,34.38,28.26,,0.07,9.64,34.41,0.01,0.11,0.02,,
Visakhapatnam,2/11/2020,58.03,98.66,2.78,23.95,15.0,12.85,0.96,8.33,46.43,3.24,5.93,0.83,84.0,Satisfactory
Bengaluru,4/30/2015,26.68,,3.79,16.69,12.64,10.15,,11.54,51.81,39.43,13.75,,117.0,Moderate
Thiruvananthapuram,10/28/2018,57.1,96.05,3.25,5.95,5.81,2.68,1.15,6.36,10.17,,,,119.0,Moderate
Bhopal,9/25/2019,20.41,50.27,10.74,28.75,24.02,46.34,1.11,7.96,36.42,,,,81.0,Satisfactory
Brajrajnagar,9/25/2019,19.4,38.72,6.75,4.85,5.71,24.06,1.24,8.77,4.05,0.11,,,91.0,Satisfactory
Thiruvananthapuram,9/3/2019,11.17,27.66,0.97,3.32,1.95,1.23,0.84,1.21,15.35,,,,59.0,Satisfactory
Kolkata,4/29/2018,,,2.75,21.8,24.55,12.3,0.0,,,1.66,0.0,,,
Amaravati,10/20/2018,,,,,,,,,,,,,,
Bhopal,2/22/2020,56.47,154.27,3.69,32.01,20.13,22.42,0.86,29.92,74.82,,,,141.0,Moderate
Bhopal,12/24/2019,76.98,137.53,5.71,48.93,30.76,25.39,1.09,9.38,50.84,,,,117.0,Moderate
Shillong,4/17/2020,,,,,0.0,,0.0,,,0.0,0.0,,,
Lucknow,4/4/2015,41.71,,8.84,22.35,4.3,,1.99,12.6,25.81,2.35,3.48,,144.0,Moderate
Ahmedabad,5/12/2019,,,,,0.0,,,,,0.0,0.0,0.0,,
Hyderabad,6/4/2020,13.93,28.72,5.38,18.89,13.16,13.38,0.3,5.56,21.39,0.34,1.75,0.26,33.0,Good
Hyderabad,1/24/2015,,,5.53,20.44,25.97,,0.38,2.66,30.88,0.65,5.12,1.12,,
Visakhapatnam,9/7/2019,18.05,52.41,19.62,39.29,36.84,8.68,0.77,3.19,14.59,4.48,13.57,4.73,56.0,Satisfactory
Lucknow,10/13/2017,140.41,,32.53,62.28,46.9,6.28,1.0,5.6,21.43,2.25,2.6,,259.0,Poor
Ahmedabad,1/7/2016,,,,,,,,,,,,,,
Amaravati,3/21/2018,48.71,96.46,5.63,14.86,12.65,13.01,0.92,15.45,27.48,0.06,1.73,0.1,,
Talcher,7/12/2019,23.79,111.89,32.63,6.51,36.78,7.96,1.44,32.02,1.71,0.0,,,97.0,Satisfactory
Hyderabad,6/30/2017,13.08,53.54,7.23,11.15,5.9,3.45,0.14,5.22,33.21,0.14,0.58,0.38,61.0,Satisfactory
Chennai,12/29/2019,52.48,69.8,6.62,14.61,20.92,70.6,0.62,8.48,33.22,0.48,0.03,,92.0,Satisfactory
Brajrajnagar,12/8/2018,92.9,155.62,15.28,20.18,33.55,75.35,1.29,13.7,8.45,35.32,,,214.0,Poor
Kolkata,6/24/2019,26.09,53.43,5.97,15.61,21.56,6.98,0.34,2.1,27.77,22.53,6.23,2.88,56.0,Satisfactory
Jaipur,3/20/2020,47.44,100.6,4.35,28.08,25.96,29.6,0.52,16.32,86.07,2.52,24.59,,116.0,Moderate
Thiruvananthapuram,6/12/2019,,,,,,,,,,,,,,
Talcher,8/10/2019,20.65,82.44,20.62,9.1,29.72,7.23,2.08,41.04,2.13,0.0,,,103.0,Moderate
Thiruvananthapuram,3/22/2018,30.46,58.81,1.73,9.81,6.61,4.87,1.1,6.17,42.66,,,,71.0,Satisfactory
Patna,10/26/2018,171.12,,26.49,25.59,22.7,,3.07,34.53,142.43,4.47,31.25,19.37,332.0,Very Poor
Gurugram,3/24/2016,,,,,,,,,,,,,,
Amritsar,5/27/2020,37.21,66.23,16.63,10.97,26.78,11.95,0.56,14.45,17.0,1.3,1.1,8.81,77.0,Satisfactory
Gurugram,8/20/2018,90.54,,21.7,26.81,30.16,,0.58,6.64,29.08,2.57,,,144.0,Moderate
Hyderabad,7/7/2018,22.74,51.43,4.4,27.25,17.7,22.28,0.34,5.19,18.53,1.04,10.22,9.5,59.0,Satisfactory
Chandigarh,9/3/2019,27.93,95.68,9.72,4.71,14.19,0.88,0.79,9.36,30.18,3.39,0.04,3.82,93.0,Satisfactory
Hyderabad,11/9/2015,53.87,118.33,7.18,15.98,21.66,11.98,0.59,8.37,40.12,1.08,6.41,1.1,114.0,Moderate
Chennai,12/23/2019,52.75,60.37,7.23,19.05,25.99,88.89,0.69,7.07,32.21,8.99,0.2,,92.0,Satisfactory
Amaravati,3/20/2018,36.89,76.61,6.62,18.83,15.39,13.96,0.57,7.04,13.58,0.06,2.88,0.1,76.0,Satisfactory
Chennai,8/30/2018,50.7,,10.67,16.49,27.15,14.89,0.82,10.61,19.46,0.0,7.59,,89.0,Satisfactory
Talcher,3/7/2018,147.24,333.81,73.26,35.12,101.13,25.13,2.05,59.84,29.6,0.0,0.0,,320.0,Very Poor
Patna,12/3/2015,160.84,,54.16,28.14,81.43,,2.32,6.93,12.67,0.34,1.11,0.8,309.0,Very Poor
Patna,10/12/2018,40.05,,30.24,50.16,31.33,,1.31,26.52,57.91,2.76,31.16,13.94,109.0,Moderate
Lucknow,9/26/2016,16.44,,4.16,13.81,6.24,,1.86,4.9,14.28,0.16,1.21,,48.0,Good
Ahmedabad,6/11/2020,20.4,66.21,5.3,26.94,17.05,,0.68,18.41,37.38,8.21,38.36,7.98,92.0,Satisfactory
Hyderabad,2/14/2017,62.32,115.04,10.84,35.19,9.17,18.65,0.0,10.09,57.4,0.03,0.37,0.06,137.0,Moderate
Chennai,3/19/2016,100.61,,4.2,11.24,9.77,176.16,1.23,2.7,18.18,3.21,5.98,,216.0,Poor
Amritsar,7/13/2017,46.72,97.67,32.5,10.8,,11.36,0.0,3.9,7.82,,,,93.0,Satisfactory
Hyderabad,1/7/2015,,,26.08,40.08,66.15,,0.53,9.03,31.08,1.92,16.35,2.14,,
Delhi,5/13/2017,198.09,356.85,72.18,87.53,69.94,42.62,1.17,53.24,63.83,4.61,26.2,,479.0,Severe
Jaipur,7/29/2017,,,,,,,,,,,,,95.0,Satisfactory
Brajrajnagar,5/24/2018,46.32,92.4,4.28,13.75,18.03,4.71,2.99,12.47,27.18,0.0,,,113.0,Moderate
Chennai,7/29/2015,50.58,,4.86,19.44,17.33,35.66,2.43,10.73,30.81,,,,144.0,Moderate
Delhi,8/14/2018,46.85,126.7,14.03,29.49,30.34,39.38,1.09,9.86,32.47,1.57,31.99,0.19,122.0,Moderate
Thiruvananthapuram,7/27/2019,19.32,43.83,0.94,5.0,7.81,1.74,0.96,0.68,25.25,,,,61.0,Satisfactory
Amaravati,8/19/2019,,,,,,,,,,,,,,
Bengaluru,3/17/2015,,,13.81,31.84,27.25,21.65,17.79,11.89,49.86,,28.52,,,
Talcher,8/31/2019,15.9,48.96,53.49,3.07,48.3,9.18,0.36,50.6,7.23,0.0,,,82.0,Satisfactory
Kolkata,10/31/2018,9.37,27.49,7.04,39.91,46.95,17.75,0.75,2.49,23.47,3.61,9.21,,53.0,Satisfactory
Thiruvananthapuram,1/30/2018,68.26,96.6,1.75,12.11,7.84,6.18,0.92,4.95,52.8,,,,121.0,Moderate
Thiruvananthapuram,9/13/2017,8.73,20.83,1.74,5.63,4.38,,0.94,4.41,7.63,,,,59.0,Satisfactory
Patna,12/1/2015,247.61,,99.48,32.13,131.53,,3.0,5.91,13.58,0.48,1.5,1.22,394.0,Very Poor
Chandigarh,11/18/2019,61.85,100.77,5.34,25.44,28.08,6.43,0.67,9.22,14.66,1.15,3.57,3.38,87.0,Satisfactory
Guwahati,5/28/2019,21.41,37.36,3.32,12.81,19.17,5.97,0.5,16.01,43.42,0.2,,,61.0,Satisfactory
Jaipur,4/16/2018,57.56,188.52,8.44,40.43,43.58,27.59,0.63,5.59,37.98,0.41,11.71,,130.0,Moderate
Guwahati,3/22/2019,53.17,244.18,2.47,8.41,13.07,14.5,0.4,24.26,65.28,0.75,,,198.0,Moderate
Guwahati,8/13/2019,14.9,554.83,4.03,9.4,16.67,5.36,0.39,11.22,15.63,17.73,,,956.0,Severe
Chennai,10/30/2016,67.86,,3.7,12.52,11.24,,0.11,4.77,25.71,0.5,0.77,,168.0,Moderate
Gurugram,9/27/2019,14.65,45.27,15.14,11.12,23.78,,0.72,9.57,13.83,2.0,6.01,,54.0,Satisfactory
Chennai,3/11/2018,59.66,,8.1,15.41,12.02,28.13,0.75,12.98,45.47,0.19,0.23,,128.0,Moderate
Lucknow,3/18/2018,77.35,,9.06,28.74,26.57,30.3,0.27,11.51,47.83,0.18,0.08,,142.0,Moderate
Coimbatore,5/3/2020,25.28,26.13,0.9,41.92,42.81,,1.49,6.38,20.16,0.0,0.02,,78.0,Satisfactory
Patna,11/4/2019,232.45,,11.56,20.68,12.37,,1.79,64.74,86.33,9.04,22.54,13.93,395.0,Very Poor
Talcher,12/4/2019,60.99,212.51,19.08,22.42,38.24,,0.7,27.49,23.48,0.0,,,193.0,Moderate
Bengaluru,11/5/2019,73.88,144.98,31.44,41.5,61.74,20.46,1.48,6.15,34.78,1.66,4.33,,139.0,Moderate
Jorapokhar,1/22/2020,80.76,254.13,8.7,9.1,,6.42,,36.87,52.15,,,,192.0,Moderate
Jaipur,2/15/2018,70.2,120.24,13.93,28.2,38.92,13.95,1.18,12.55,45.86,0.91,5.08,,156.0,Moderate
Jorapokhar,4/14/2020,50.88,124.47,23.21,12.02,,9.06,2.16,40.52,38.96,,,,118.0,Moderate
Mumbai,1/26/2015,,,,,26.86,,0.0,,,0.0,0.0,0.0,,
Thiruvananthapuram,6/9/2018,10.75,40.67,3.19,2.08,3.59,2.36,0.6,6.0,28.03,,,,51.0,Satisfactory
Bengaluru,5/23/2018,62.6,84.46,7.04,35.36,26.25,,0.93,4.33,30.74,0.52,1.38,,117.0,Moderate
Bengaluru,6/15/2015,15.7,,6.3,13.12,10.43,8.92,1.56,5.04,34.42,2.43,1.53,,86.0,Satisfactory
Talcher,12/18/2018,13.6,,22.66,1.06,21.99,6.93,1.8,8.81,6.77,,,,,
Jorapokhar,12/26/2018,,493.48,7.73,7.69,,6.74,,94.0,80.46,,,,,
Jorapokhar,10/13/2017,,,,,,,,,,,,,,
Kolkata,4/26/2019,40.39,79.62,4.9,27.81,32.7,21.9,0.44,3.16,19.95,4.14,8.53,,66.0,Satisfactory
Chennai,11/29/2015,29.55,,5.14,7.53,10.95,142.26,1.22,4.82,61.76,,,,113.0,Moderate
Talcher,5/21/2020,34.16,68.32,0.53,17.64,14.94,11.22,2.18,22.49,,0.0,,,111.0,Moderate
Gurugram,4/16/2018,198.61,313.55,34.18,18.46,35.1,,2.96,,13.16,,,,323.0,Very Poor
Hyderabad,6/8/2017,11.78,27.93,8.21,19.22,8.56,17.27,0.08,2.68,36.3,0.01,0.27,0.07,67.0,Satisfactory
Patna,12/4/2017,296.04,,25.96,21.84,21.4,,3.06,24.46,43.66,0.88,5.26,3.5,415.0,Severe
Chennai,3/5/2016,62.62,,7.22,12.49,13.24,136.56,1.44,4.48,48.38,2.0,2.79,,143.0,Moderate
